year,city/county,Household_income,General_waste_recycling_rate,Budget_structure_ratio_for_environmental,Proportion_of_environmental_fines,number_of_people,per_capita_electricity_usage,per_capita_incinerated_waste_kg,per_capita_landfilled_waste_kg,per_capita_resource_recovery_by_local_authorities_kg,per_capita_generation_of_general_waste_kg,per_capita_t_capacity_of_renewable_energy,Vancancy_rate,per_capita_food_waste_kg
2020,金門縣,NA,74.35,6.07,0.327,140597,2131.480458331259,47.12760585218746,7.133864876206463,117.91859001258916,209.2647780535858,0.09807463886142663,18.205,37.66794455073721
2020,雲林縣,988062,56.34,1.1,5.564,676873,8904.933723165203,74.09957259338162,34.74950249160478,187.32022107544546,367.1382962535069,1.0996745327410016,12.385,19.511784337682254
2020,高雄市,1224100,55.68,8.6,7.434,2765932,11276.433451003133,226.13896509386348,1.9197868928086446,275.29310192730696,514.6261730223302,0.2326337017685178,9.34,11.27431910835118
2021,南投縣,985686,54.47,1.73,1.011,484897,6160.125282276442,90.07067480310252,0.12579991214629085,224.43323014990813,436.9113440586351,0.8017826466239222,11.56,13.541020051681079
2021,嘉義市,1217617,59.56,5.55,6.126,264727,4554.844065773419,216.51361591375266,NA,297.623589584742,535.4043977380471,0.09947228654425125,10.605,21.26341476313334
2021,嘉義縣,916631,64.17,1.03,6.3,493316,6491.708507325933,144.0010054407317,NA,231.3000186493039,401.8641195501463,1.4117198712387191,11.375,26.56309546011076
2021,基隆市,1111556,55.12,4.32,3.551,363977,4163.942919470186,269.9978295331848,NA,316.15733961211834,601.5957052231322,0.008739563214159137,11.92,15.440536077829094
2021,宜蘭縣,1136419,59.73,5.72,3.166,450692,7965.687287548924,171.26552057724564,NA,233.21691975894845,425.34147488750637,0.27993396820888766,15.34,20.859034551312206
2021,屏東縣,1046302,59.03,1.62,6.279,804440,6159.61764208642,175.09696186166772,0.037293023718363086,240.80354035105168,424.5176768932425,1.026910645915171,9.845,9.810551439510716
2021,彰化縣,1086809,55.08,1.38,9.026,1255330,9611.743070746337,215.35054527494762,NA,250.9451697959899,479.4261269944955,1.1517393832697378,9.85,13.130411923557949
2021,新北市,1381603,67.5,7.95,4.095,4008113,5581.782082241693,125.45030541803587,1.5116839270749103,234.15307901748278,390.6371901191408,0.04864308965341047,7.545,29.521872262583415
2021,新竹市,1602415,60.1,6.48,3.28,452640,24152.84105911983,164.20775892541533,19.790562036055142,258.9563449982326,461.183280311064,0.09514183457051961,7.735,18.228614351360903
2021,新竹縣,1689337,61.69,2.95,8.318,575580,17435.417429375586,111.9514229125404,0.35442510163661006,266.11765523471973,455.3406998158379,0.24279161888877307,8.53,14.797247993328469
2021,桃園市,1448909,59.03,5.56,6.538,2272391,13340.268557215726,176.99242779961725,68.04022723202124,318.5283694575449,562.3706483611315,0.2943032251051866,8.9,13.429467023940862
2021,澎湖縣,796484,54.84,6.46,7.177,106340,4273.748721083318,208.49163061877,0.018807598269700958,226.48109836373894,486.53375963889414,0.24524167763776566,9.355,40.323490690238856
2021,臺中市,1304508,62.22,5.85,3.595,2813490,12348.791366239084,156.91472157356165,NA,258.5440147290376,449.6426146885185,0.6064389779242151,8.21,21.214932343814976
2021,臺北市,1732126,72.55,8.24,2.47,2524393,6332.678518360652,82.575098251342,NA,195.45371897323434,300.8212271227182,0.016152397823952135,6.975,22.79240989814185
2021,臺南市,1120580,65.73,4.62,16.158,1862059,16528.780441436065,180.95452399735993,1.4215446449333775,320.14023186161126,532.163588801429,0.7675863117119275,8.895,29.64675125761321
2021,臺東縣,911136,60.84,2.37,2.833,213386,4665.452710112191,8.604125856429194,155.01016936443816,264.1785309251778,474.5062937587283,0.2534608643491138,14.19,24.500201512751538
2021,花蓮縣,1026488,59.01,1.78,3.287,321358,7939.146266780351,50.467080327858646,47.097007076220294,256.41496399653965,468.72335526111067,0.95133776037939,13.18,20.16131541769615
2021,苗栗縣,1214424,56.78,5.16,12.499,538178,14712.971658075952,191.75625908156783,0.9717974350493703,224.23807736473805,446.05502268766094,1.110041659079338,10.705,29.02385456113033
2021,連江縣,NA,67.81,2.47,1.315,13645,5669.354928545255,190.25283986808356,NA,210.0403078050568,540.7108831073654,0.010626603151337486,10.96,156.61414437522902
2021,金門縣,NA,74.24,6.82,1.41,141539,2150.6039466154207,42.70201145973901,7.157037989529388,113.68598054246533,198.12207236168123,0.10510177406933778,17.875,33.404220744812385
2021,雲林縣,1024191,58.34,0.86,5.721,670132,9072.693306691815,85.1638184715847,36.84348755170623,202.6735031307265,378.5209481117153,1.334146108527872,12.515,18.139709788519276
2021,高雄市,1231562,63.03,6.36,4.9,2744691,11759.495335904843,183.48404246598253,NA,302.2952310478666,496.24857588704884,0.28448921936932065,9.595,10.46893803346169
2022,南投縣,1048879,56.07,1.74,3.755,479595,6092.022742105318,107.64290703614509,0.02502111156288118,244.49587672932373,458.6369749476121,0.8766709411065586,11.695,12.656512265557398
2022,嘉義市,1282798,59.36,6.43,6.54,262924,4635.258511965435,218.92257838767097,NA,298.2648978412013,549.9954359434665,0.14767765590056442,10.69,28.209672757146553
2022,嘉義縣,891498,48.1,0.65,7.838,488158,7240.750046091634,294.95573154593393,NA,246.13956956559147,568.2955108796742,1.8013327652112636,11.45,27.200209768148838
2022,基隆市,1099526,52.99,4.41,2.379,361526,4162.7824527143275,292.4492291010882,NA,318.46672161891536,622.0382489779435,0.0598269557376233,12.065,11.122298257939955
2022,宜蘭縣,1165558,48.9,5.63,7.917,449062,8039.989132903697,266.8362052456008,NA,237.2345021400163,522.2107415011735,0.35368612797342014,15.275,18.140034115556425
2022,屏東縣,1083933,58.87,2.1,7.596,798703,6328.978327363237,117.82727747360408,0.028796686628195962,249.1163799309631,441.1414505767475,1.2770378976916326,9.87,10.603440828443114
2022,彰化縣,1108221,55.53,1.1,7.23,1245239,9386.60822380282,229.8466398819825,NA,274.78821334699603,516.8076168510623,1.4602987860161785,9.955,12.172763622083792
2022,新北市,1421385,55.55,7.55,5.702,3995551,5471.084544534659,229.8636658623554,1.4468592692221924,261.75288464594746,520.4313497687804,0.06344882095110287,7.585,27.368190269627394
2022,新竹市,1722889,62.57,5.64,5.796,452473,23189.050646115902,159.09015565569658,10.681300320682118,271.9897098832417,453.5563447984742,0.1123691358379395,7.68,11.792968862230454
2022,新竹縣,1702134,62.02,2.98,8.242,580503,19015.53470869229,90.97627402442365,0.6528820695155753,286.5687171297995,481.3032835316958,0.30033436519707907,8.435,11.941368089398333
2022,桃園市,1449549,61.15,5.41,6.745,2281464,13194.654684009916,185.73468614889387,60.246403186725715,338.1718931352851,585.774748144174,0.35923249282039954,8.92,20.01740987366007
2022,澎湖縣,919357,53.86,4.48,1.278,107223,4390.291728453783,165.5148615502271,0.018652714436268338,223.70200423416617,497.21608237038697,0.35531555729647557,9.75,44.09501692733835
2022,臺中市,1338826,61.09,6.02,2.633,2814459,12291.08429044445,228.18985815746473,NA,331.10270925957707,577.5426112087616,0.6476040333151061,8.42,21.74485398437142
2022,臺北市,1752411,72.83,7.9,2.129,2480681,6353.900412023956,84.15269839209476,NA,204.82480415660055,309.70406916487855,0.026377837376107608,7.05,20.726163501070875
2022,臺南市,1143699,62.14,4.01,7.075,1852997,17417.66974582258,213.45636285433815,NA,319.04207076428077,563.7650789504786,1.0071942911942113,8.93,31.266645331859685
2022,臺東縣,916928,61.91,2.7,4.248,212551,4870.923124332513,66.29938226590325,8.322708432329183,279.19416986981946,485.93043551900485,0.3275543281377175,14.31,21.651274282407517
2022,花蓮縣,1010041,58.12,1.49,3.464,318892,8100.308496293416,42.21805501549114,56.90327759868545,259.48283431381157,475.7410032236619,1.0574771395958507,13.11,17.02457258256714
2022,苗栗縣,1273250,54.69,4.59,9.73,535132,14474.188835651765,207.61232742575663,9.500459699662887,234.54213166097338,479.1658880425764,1.7013073409925028,10.56,27.51096925618352
2022,連江縣,NA,58.96,1.7,6.606,13983,5840.6558678395195,187.87098619752558,NA,174.0685117642852,478.65264964599874,0.01036973467782307,10.97,108.13130229564472
2022,金門縣,NA,73.7,8.4,0.689,141295,2205.1553416610636,44.212463286032765,6.702289536077003,117.9942673130684,204.47998867617395,0.1206482890406596,17.865,32.71170246647086
2022,雲林縣,1016913,53.46,1.25,5.977,664092,9822.88685904965,148.34842160423557,38.63169560843979,211.84113044578163,426.5945079898568,1.8366882901766624,12.685,16.22817320491739
2022,高雄市,1263068,61.35,7.54,3.601,2728137,11859.234436906943,217.95239755188248,NA,330.64248606283337,563.9735101279738,0.35110406845404024,9.565,15.378626513257949
2023,南投縣,1069123,57.93,2.16,3.19,477094,6026.358000729416,110.65953459905175,0.023056253065433647,270.66573882714937,487.70263302410007,1.000853081363421,11.91,11.844626006615048
2023,嘉義市,1348030,56.47,6.11,5.154,263584,4608.587345969407,281.58006555784874,NA,335.786694184776,646.9246995265266,0.16972198616000972,10.88,29.557939783901904
2023,嘉義縣,936713,48.11,1.09,5.303,484560,6680.926393016345,273.75969952121517,NA,252.75920422651475,582.0909691266304,2.169997523526498,12.065,27.274228165758625
2023,基隆市,1136337,54.32,7.07,3.833,362255,4183.464766531863,278.5910477426122,NA,321.8478695946226,609.8383735214145,0.06803218727139722,12.33,9.399456184179652
2023,宜蘭縣,1114997,52.02,4.74,2.828,449890,8039.517851030252,244.53755362421924,NA,250.91022249883304,509.66013914512433,0.45136811220520573,15.205,14.212363022072061
2023,屏東縣,1081286,50.5,1.78,3.686,794997,6347.831697478104,199.24729275707958,0.0037735991456571533,258.1217287612406,531.3843951612396,1.5870298881631,10.33,10.245321680459172
2023,彰化縣,1164937,56.75,0.84,9.259,1239048,9001.651941651979,224.31980036285924,0,283.68311800672774,518.6239758266023,2.3819125651306488,10.32,10.621057457015386
2023,新北市,1440893,63.56,7.39,4.908,4041120,5407.098781278458,166.95297343310767,1.5572415567961357,268.040790671893,462.4084412242151,0.0703918715603595,7.54,25.85743556241834
2023,新竹市,1851383,54.67,5.95,5.384,456475,20573.04858973657,263.1031272249302,9.44630045457035,315.33161728462676,601.2180294649214,0.12711320444712196,7.715,13.336984500794129
2023,新竹縣,1846263,61.32,3,8.265,589289,20056.16362260283,75.67594168565849,0.9265402883814223,277.27990849990414,470.8725260440972,0.3357877034867442,8.41,11.451087666662707
2023,桃園市,1490814,60.14,5.37,5.52,2317445,12442.08772333324,197.77297843098756,40.70128956674268,316.19304881021986,555.7875159928283,0.4178852141043261,8.79,18.032790422210667
2023,澎湖縣,1060432,53.74,4.59,0.136,107739,4431.531265372799,104.5768013439887,0.027845070030351124,223.12254615320356,493.7395000881761,0.7262272714615877,10.67,42.20384447600219
2023,臺中市,1346521,59.59,6.53,2.68,2845909,11955.33092484686,218.4862551824391,NA,333.57672364084726,592.3049542343061,0.6865057877816895,8.455,19.372369250035753
2023,臺北市,1751823,70.27,7.3,2.517,2511886,6363.937258299143,117.152609632762,NA,257.8572435214018,394.0174832775054,0.02999339938197832,6.97,19.007630123341585
2023,臺南市,1177168,63.5,3.49,6.556,1859946,17863.88255841836,200.58539333937654,3.219448306563739,324.4766245901763,558.3586835316723,1.3125316541447978,9.495,30.077217295555894
2023,臺東縣,930467,61.44,2.63,6.508,211544,4906.1639327988505,281.6151722573082,0.07090723442877132,280.97227999848735,493.79325341300154,0.37101974057406495,14.855,22.430321824301327
2023,花蓮縣,1018629,58.78,1.51,3.383,317489,7871.766930507829,28.35688795517325,65.55502710330121,269.9274620538034,489.85949119497053,1.3239135844076488,13.25,17.99117449738416
2023,苗栗縣,1341195,49.4,5.56,10.485,534575,14452.319002946266,220.9306458401534,4.03872234953,193.18898190151054,444.36795585278026,2.0028807931534396,10.84,26.34990412944863
2023,連江縣,NA,54.38,2.39,3.361,14039,5870.103426169955,189.89956549611796,5.484721133983902,161.9061186694209,433.934040886103,0.010328370966593062,11.38,74.00812023648407
2023,金門縣,NA,74.74,7.63,1.832,144149,2197.3010287965926,40.55525879471935,4.23866970981415,115.56098203941754,195.50603889031487,0.17378545810238016,17.195,30.565595321507608
2023,雲林縣,1087755,54.28,1.45,3.234,659468,8878.88074933128,129.4755772835073,41.24233473041907,231.83990731923308,454.36624673221445,2.599885058865631,12.88,14.795259208938115
2023,高雄市,1325786,61.37,7.37,3.866,2737941,11415.26802805466,231.57000096057584,NA,346.42821010387,599.3912944070014,0.3935698395253952,10,21.39308334255559
